NOMBRE,ALCALDIA,SISTEMA,AÑO,lng,lat
Mixcalco,Cuauhtémoc,Metrobús,2012,-99.12395503909269,19.436427161714242
Ferrocarril de Cintura,Venustiano Carranza,Metrobús,2012,-99.1211695054985,19.43609920874574
Morelos,Venustiano Carranza,Metrobús,2012,-99.11875199998484,19.435836536831104
Archivo General de la Nación,Venustiano Carranza,Metrobús,2012,-99.11492850119507,19.435421159420716
San Lázaro,Venustiano Carranza,Metrobús,2012,-99.11527608085356,19.430822455377108
Aeropuerto T1,Venustiano Carranza,Metrobús,2012,-99.08326889765901,19.435470622736098
Aeropuerto T2,Venustiano Carranza,Metrobús,2012,-99.07707775265706,19.421490365187687
Plaza de la República,Cuauhtémoc,Metrobús,2012,-99.15388921723347,19.437387494108673
Glorieta de Colón,Cuauhtémoc,Metrobús,2012,-99.15343010938243,19.434277598647046
Defensoría Pública,Cuauhtémoc,Metrobús,2012,-99.15064264460396,19.43333034693367
Vocacional 5,Cuauhtémoc,Metrobús,2012,-99.15056385049178,19.431664137706235
Juárez,Cuauhtémoc,Metrobús,2012,-99.14801031586772,19.431622716072482
Plaza San Juan,Cuauhtémoc,Metrobús,2012,-99.14359429843361,19.430645855226878
Eje Central,Cuauhtémoc,Metrobús,2012,-99.14180769371559,19.43039027750344
El Salvador,Cuauhtémoc,Metrobús,2012,-99.13985763956951,19.430108376928523
Isabel la Católica,Cuauhtémoc,Metrobús,2012,-99.1368463235724,19.429689840802787
Museo de la Ciudad,Cuauhtémoc,Metrobús,2012,-99.13267419379164,19.429093405054054
Pino Suárez,Cuauhtémoc,Metrobús,2012,-99.13229184317221,19.426443740433005
Las Cruces Norte,Cuauhtémoc,Metrobús,2012,-99.12929473227888,19.428651088682738
Las Cruces Sur,Cuauhtémoc,Metrobús,2012,-99.1297939098405,19.426127487162056
Circunvalación,Cuauhtémoc,Metrobús,2012,-99.1261902639925,19.42835727236371
Merced,Cuauhtémoc,Metrobús,2012,-99.12565874863114,19.425349991434544
Mercado de Sonora,Venustiano Carranza,Metrobús,2012,-99.12368670821003,19.423253395366135
Cecilio Robelo,Venustiano Carranza,Metrobús,2012,-99.1197974808499,19.425552521136126
Eduardo Molina,Venustiano Carranza,Metrobús,2012,-99.11536161865979,19.42709468407523
Hospital Balbuena,Venustiano Carranza,Metrobús,2012,-99.11474085878947,19.42493436625169
Moctezuma,Venustiano Carranza,Metrobús,2012,-99.11189855494801,19.426906289985986
Pantitlán,Venustiano Carranza,Metrobús,2021,-99.07365332782118,19.417045701152322
Río de Los Remedios,EDOMX,Metrobús,2013,-99.08593450039044,19.50711149009737
314 Memorial New's Divine,Gustavo A. Madero,Metrobús,2013,-99.08872828160594,19.50060621508475
5 de Mayo,Gustavo A. Madero,Metrobús,2013,-99.09017761443835,19.497090158579496
Vasco de Quiroga,Gustavo A. Madero,Metrobús,2013,-99.09178273408946,19.49329602012827
El Coyol,Gustavo A. Madero,Metrobús,2013,-99.09417599898968,19.487537884367057
Preparatoria 3,Gustavo A. Madero,Metrobús,2013,-99.09600930284327,19.483362132501497
San Juan de Aragón,Gustavo A. Madero,Metrobús,2013,-99.09750645961104,19.479868545989408
Río de Guadalupe,Gustavo A. Madero,Metrobús,2013,-99.09911652230187,19.476027585363546
Talismán,Gustavo A. Madero,Metrobús,2013,-99.10124294394708,19.47101723626885
Victoria,Gustavo A. Madero,Metrobús,2013,-99.10279733696804,19.467341524547948
Oriente 101,Gustavo A. Madero,Metrobús,2013,-99.10548605263345,19.460974814399098
Río Santa Coleta,Gustavo A. Madero,Metrobús,2013,-99.10749291622164,19.456058581060127
Río Consulado,Gustavo A. Madero,Metrobús,2013,-99.10844651603713,19.453664846824896
Canal del Norte,Venustiano Carranza,Metrobús,2013,-99.11035715164086,19.4496863887754
Deportivo Eduardo Molina,Venustiano Carranza,Metrobús,2013,-99.11217545330663,19.444699160776935
Mercado Morelos,Venustiano Carranza,Metrobús,2013,-99.1134396163533,19.44132427865848
Archivo General de la Nación,Venustiano Carranza,Metrobús,2013,-99.11439931807703,19.437174700566423
San Lázaro,Venustiano Carranza,Metrobús,2013,-99.11527608085356,19.430822455377108
Moctezuma,Venustiano Carranza,Metrobús,2020,-99.11147408563306,19.425585793665885
Venustiano Carranza,Venustiano Carranza,Metrobús,2020,-99.11221871981498,19.418374104890898
Avenida del Taller,Venustiano Carranza,Metrobús,2020,-99.11278234947933,19.41293549075207
Mixiuhca,Venustiano Carranza,Metrobús,2020,-99.11332708914038,19.407866014490597
Hospital General Troncoso,Iztacalco,Metrobús,2020,-99.11356963456689,19.40545619662692
Metro Coyuya,Iztacalco,Metrobús,2020,-99.11353369739044,19.399390323696537
Recreo,Iztacalco,Metrobús,2020,-99.1136103188429,19.393851185935937
Oriente 116,Iztacalco,Metrobús,2020,-99.11265792886326,19.390264504538944
Colegio de Bachilleres 3,Iztacalco,Metrobús,2020,-99.11166191497381,19.3863239203958
Canal Apatlaco,Iztacalco,Metrobús,2020,-99.11088876730857,19.382886983570007
Apatlaco,Iztapalapa,Metrobús,2020,-99.10907292828868,19.378057886535377
Aculco,Iztapalapa,Metrobús,2020,-99.107975095457,19.374875117944953
Churubusco Oriente,Iztapalapa,Metrobús,2020,-99.10786063837628,19.371594645529314
Escuadrón 201,Iztapalapa,Metrobús,2020,-99.10919216338274,19.366043083300394
Atanasio G. Saravia,Iztapalapa,Metrobús,2020,-99.11028378479494,19.361257339629258
Ermita Iztapalapa,Iztapalapa,Metrobús,2020,-99.11133581383791,19.356628297758366
Ganaderos,Iztapalapa,Metrobús,2020,-99.1109177512099,19.351575151311202
Pueblo de los Reyes,Iztapalapa,Metrobús,2020,-99.11134115107596,19.3479781790792
Barrio San Antonio,Iztapalapa,Metrobús,2020,-99.1124363936021,19.34312625018745
Calzada Tasqueña,Iztapalapa,Metrobús,2020,-99.11299650350864,19.338755485617156
Cafetales,Coyoacán,Metrobús,2020,-99.11314935682152,19.333724451928024
ESIME Culhuacán,Coyoacán,Metrobús,2020,-99.11353675786931,19.329211199941064
Manuela Sáenz,Coyoacán,Metrobús,2020,-99.11396646749482,19.32420688302964
La Virgen,Coyoacán,Metrobús,2020,-99.11362313202149,19.3206753160864
Tepetlapa,Coyoacán,Metrobús,2020,-99.11162694598838,19.316341991514747
Las Bombas,Coyoacán,Metrobús,2020,-99.11067016080784,19.311838422682683
Vista Hermosa,Coyoacán,Metrobús,2021,-99.11179134945087,19.306812450932142
Calzada del Hueso,Tlalpan,Metrobús,2021,-99.11334557028216,19.301571940686635
Cañaverales,Tlalpan,Metrobús,2021,-99.11447270328783,19.29554512707656
Muyuguarda,Xochimilco,Metrobús,2021,-99.11554110048776,19.285059408791973
Circuito Cuemanco,Xochimilco,Metrobús,2021,-99.1166930591654,19.281406895692236
DIF Xochimilco,Xochimilco,Metrobús,2021,-99.11766159163736,19.278191035665603
Preparatoria 1,Xochimilco,Metrobús,2021,-99.12079592320143,19.273373997332616
El Rosario,Azcapotzalco,Metrobús,2016,-99.19954567196135,19.507166312844827
Colegio de Bachilleres 1,Azcapotzalco,Metrobús,2016,-99.19731457976143,19.511637115237676
De Las Culturas,EDOMX,Metrobús,2016,-99.19260534067497,19.510944816535535
Ferrocarriles Nacionales,Azcapotzalco,Metrobús,2016,-99.18859764733921,19.50487347822406
UAM Azcapotzalco,Azcapotzalco,Metrobús,2016,-99.18398723579415,19.504008672336443
Tecnoparque,Azcapotzalco,Metrobús,2016,-99.17887631199258,19.502473142993306
Norte 59,Azcapotzalco,Metrobús,2016,-99.16555391655164,19.4976218226976
Norte 45,Azcapotzalco,Metrobús,2016,-99.15974806958462,19.4963468223695
Montevideo,Azcapotzalco,Metrobús,2016,-99.1530594776483,19.494875468993058
Lindavista-Vallejo,Gustavo A. Madero,Metrobús,2016,-99.14803869826554,19.493775766773133
Instituto del Petróleo,Gustavo A. Madero,Metrobús,2016,-99.1451709015022,19.49314612010192
San Bartolo,Gustavo A. Madero,Metrobús,2016,-99.13911089554126,19.491964128780086
Instituto Politécnico Nacional,Gustavo A. Madero,Metrobús,2016,-99.13265423106796,19.490431839893
Riobamba,Gustavo A. Madero,Metrobús,2016,-99.12789918100995,19.488650997000605
Deportivo 18 de Marzo,Gustavo A. Madero,Metrobús,2016,-99.12239809152257,19.486601653331086
La Villa,Gustavo A. Madero,Metrobús,2016,-99.11960442504159,19.485427633059572
De Los Misterios,Gustavo A. Madero,Metrobús,2016,-99.1179452889192,19.487207158994202
Hospital Infantil La Villa,Gustavo A. Madero,Metrobús,2016,-99.11470381067993,19.48803558457597
Delegación Gustavo A. Madero,Gustavo A. Madero,Metrobús,2016,-99.11234430828488,19.483890589899858
Martín Carrera,Gustavo A. Madero,Metrobús,2016,-99.10533511389013,19.4820384429282
Hospital General La Villa,Gustavo A. Madero,Metrobús,2016,-99.10118832718287,19.480368026480875
San Juan de Aragón,Gustavo A. Madero,Metrobús,2016,-99.09717411378605,19.478759435914046
Gran Canal,Gustavo A. Madero,Metrobús,2016,-99.09293319630508,19.47709475661588
Casas Alemán,Gustavo A. Madero,Metrobús,2016,-99.08836688349918,19.474321511242124
Pueblo San Juan de Aragón,Gustavo A. Madero,Metrobús,2016,-99.08636114506687,19.471004986524264
Loreto Fabela,Gustavo A. Madero,Metrobús,2016,-99.08098187411977,19.467397728489207
482,Gustavo A. Madero,Metrobús,2016,-99.07552579067155,19.466864064865394
414,Gustavo A. Madero,Metrobús,2016,-99.07159997155605,19.468434926945786
416 Poniente,Gustavo A. Madero,Metrobús,2016,-99.07937966634643,19.47251913420746
416 Oriente,Gustavo A. Madero,Metrobús,2016,-99.07091157387863,19.47113896849453
Deportivo Los Galeana,Gustavo A. Madero,Metrobús,2016,-99.07804686498464,19.478460984895236
Ampliación Providencia,Gustavo A. Madero,Metrobús,2016,-99.07529841640421,19.4798469816662
Volcán de Fuego,Gustavo A. Madero,Metrobús,2016,-99.07252184166886,19.47696902253346
La Pradera,Gustavo A. Madero,Metrobús,2016,-99.06867306331206,19.473133545970608
Colegio de Bachilleres 9,Gustavo A. Madero,Metrobús,2016,-99.06500156634793,19.469795431777978
Francisco Morazán,Gustavo A. Madero,Metrobús,2016,-99.06183445420874,19.467048277143427
Villa de Aragón,Gustavo A. Madero,Metrobús,2016,-99.05951753909294,19.464921728470657
Indios Verdes,Gustavo A. Madero,Metrobús,2018,-99.12101265908585,19.493039918074718
Hospital Infantil La Villa,Gustavo A. Madero,Metrobús,2018,-99.11378446493161,19.48727845482723
De Los Misterios,Gustavo A. Madero,Metrobús,2018,-99.11792283467764,19.486991989075577
Delegación Gustavo A. Madero,Gustavo A. Madero,Metrobús,2018,-99.11392804511148,19.48354774437994
Garrido,Gustavo A. Madero,Metrobús,2018,-99.11934970352215,19.483248207318127
Avenida Talismán,Gustavo A. Madero,Metrobús,2018,-99.12107849358665,19.478675139039893
Necaxa,Gustavo A. Madero,Metrobús,2018,-99.12231816907196,19.475375761996126
Excélsior,Gustavo A. Madero,Metrobús,2018,-99.12388600766822,19.47119438241249
Robles Domínguez,Gustavo A. Madero,Metrobús,2018,-99.12517766414933,19.467758225987183
Clave,Gustavo A. Madero,Metrobús,2018,-99.12634717960687,19.464646686994385
Misterios,Cuauhtémoc,Metrobús,2018,-99.12743806383554,19.46175452715782
Mercado Beethoven,Cuauhtémoc,Metrobús,2018,-99.12912522231836,19.457325465020688
Peralvillo,Cuauhtémoc,Metrobús,2018,-99.13086242354393,19.453118977708314
Tres Culturas,Cuauhtémoc,Metrobús,2018,-99.1328269775553,19.450602338134072
Glorieta Cuitláhuac,Cuauhtémoc,Metrobús,2018,-99.13563175311788,19.447376666880324
Garibaldi,Cuauhtémoc,Metrobús,2018,-99.13897174411662,19.44439129247634
Glorieta Violeta,Cuauhtémoc,Metrobús,2018,-99.14326402703662,19.440482268462794
Hidalgo,Cuauhtémoc,Metrobús,2018,-99.14680286341395,19.437293957504103
El Caballito,Cuauhtémoc,Metrobús,2018,-99.14950016993141,19.43559051311375
Glorieta de Colón,Cuauhtémoc,Metrobús,2018,-99.15333640373932,19.433758275521434
París,Cuauhtémoc,Metrobús,2018,-99.15596957902761,19.432502929390854
Reforma,Cuauhtémoc,Metrobús,2018,-99.15862841311838,19.43125276612217
Hamburgo,Cuauhtémoc,Metrobús,2018,-99.16205189859821,19.429635060840496
La Palma,Cuauhtémoc,Metrobús,2018,-99.16497446956821,19.428260272916887
El Ángel,Cuauhtémoc,Metrobús,2018,-99.1685813878891,19.426566430323874
La Diana,Cuauhtémoc,Metrobús,2018,-99.17164795355235,19.42513589931584
Chapultepec,Cuauhtémoc,Metrobús,2018,-99.17428886310529,19.423891672218783
Gandhi,Miguel Hidalgo,Metrobús,2018,-99.18043533886252,19.423999564481747
Antropología,Miguel Hidalgo,Metrobús,2018,-99.18492481378357,19.424688689164448
Auditorio,Miguel Hidalgo,Metrobús,2018,-99.19420066103778,19.42609435056919
Campo Marte,Miguel Hidalgo,Metrobús,2018,-99.19935955692478,19.426886529742546
Indios Verdes,Gustavo A. Madero,STE Cablebús,2021,-99.12225900033626,19.495443999662115
Ticomán,Gustavo A. Madero,STE Cablebús,2021,-99.1338047133424,19.511671356546294
La Pastora,Gustavo A. Madero,STE Cablebús,2021,-99.14079744101525,19.527354446389428
Campos Revolución,Gustavo A. Madero,STE Cablebús,2021,-99.14195900037984,19.540266000151348
Cuautepec,Gustavo A. Madero,STE Cablebús,2021,-99.13415747649749,19.557946283957488
Tlalpexco,Gustavo A. Madero,STE Cablebús,2021,-99.12642699984082,19.544771000160353
Constitución de 1917,Iztapalapa,STE Cablebús,2021,-99.06250524253875,19.344856834641984
Quetzacóatl,Iztapalapa,STE Cablebús,2021,-99.04344925743749,19.32782696405455
Las Torres Buenavista,Iztapalapa,STE Cablebús,2021,-99.03082648821561,19.33178789868367
Xalpa,Iztapalapa,STE Cablebús,2021,-99.01900287653105,19.336172632577053
Lomas de la Estancia,Iztapalapa,STE Cablebús,2021,-99.00811167830166,19.3408276793568
San Miguel Teotongo,Iztapalapa,STE Cablebús,2021,-98.98954879528337,19.34352581357915
Santa Marta,Iztapalapa,STE Cablebús,2021,-98.99398220131738,19.359516982647573
